id,category,value,pillar
148,Certification,ISO26000 - Social responsibility,People & Culture
149,Certification,ISO14001 - Environmental management system,Environmental
150,Certification,B Corp certification,Business Conduct
150,Certification,ISO14001 - Environmental management system,Environmental
151,Certification,ISO14001 - Environmental management system,Environmental
152,Certification,ISO14001 - Environmental management system,Environmental
152,Certification,ISO26000 - Social responsibility,People & Culture
153,Certification,ISO14001 - Environmental management system,Environmental
154,Certification,ISO14001 - Environmental management system,Environmental
154,Certification,Ecovadis rating,Value Chain
155,Certification,ISO14001 - Environmental management system,Environmental
155,Certification,ISO26000 - Social responsibility,People & Culture
155,Certification,B Corp certification,Business Conduct
155,Certification,Ecovadis rating,Value Chain
155,Certification,SBTi - Science based 1.5°C target,Environmental
156,Certification,ISO14001 - Environmental management system,Environmental
156,Certification,ISO26000 - Social responsibility,People & Culture
156,Certification,SBTi - Science based 1.5°C target,Environmental
156,Certification,CDP - Carbon disclosure project,Environmental
157,Certification,ISO14001 - Environmental management system,Environmental
158,Certification,ISO14001 - Environmental management system,Environmental
158,Certification,B Corp certification,Business Conduct
159,Certification,ISO14001 - Environmental management system,Environmental
159,Certification,ISO26000 - Social responsibility,People & Culture
159,Certification,SBTi - Science based 1.5°C target,Environmental
160,Certification,ISO14001 - Environmental management system,Environmental
160,Certification,SBTi - Science based 1.5°C target,Environmental
161,Certification,ISO14001 - Environmental management system,Environmental
161,Certification,ISO26000 - Social responsibility,People & Culture
161,Certification,SBTi - Science based 1.5°C target,Environmental
161,Certification,CDP - Carbon disclosure project,Environmental
161,Certification,B Corp certification,Business Conduct
161,Certification,Ecovadis rating,Value Chain
162,Certification,ISO14001 - Environmental management system,Environmental
162,Certification,CDP - Carbon disclosure project,Environmental
162,Certification,SBTi - Science based 1.5°C target,Environmental
163,Certification,ISO14001 - Environmental management system,Environmental
164,Certification,ISO14001 - Environmental management system,Environmental
165,Certification,ISO14001 - Environmental management system,Environmental
166,Certification,B Corp certification,Business Conduct
167,Certification,ISO14001 - Environmental management system,Environmental
167,Certification,B Corp certification,Business Conduct
167,Certification,CDP - Carbon disclosure project,Environmental
167,Certification,ISO26000 - Social responsibility,People & Culture
168,Certification,ISO14001 - Environmental management system,Environmental
168,Certification,ISO26000 - Social responsibility,People & Culture
168,Certification,CDP - Carbon disclosure project,Environmental
169,Certification,ISO14001 - Environmental management system,Environmental
11,NLP Theme,sustain,Unprompted NLP
20,NLP Theme,supplier,Unprompted NLP
20,NLP Theme,sustain,Unprompted NLP
24,NLP Theme,sustain,Unprompted NLP
25,NLP Theme,commuting,Unprompted NLP
45,NLP Theme,green,Unprompted NLP
49,NLP Theme,business travel,Unprompted NLP
49,NLP Theme,environment,Unprompted NLP
49,NLP Theme,flights,Unprompted NLP
49,NLP Theme,pollution,Unprompted NLP
49,NLP Theme,sustain,Unprompted NLP
52,NLP Theme,partner,Unprompted NLP
62,NLP Theme,sustain,Unprompted NLP
75,NLP Theme,inclusion,Unprompted NLP
81,NLP Theme,sustain,Unprompted NLP
82,NLP Theme,environment,Unprompted NLP
82,NLP Theme,inclusion,Unprompted NLP
82,NLP Theme,psychological,Unprompted NLP
82,NLP Theme,respect,Unprompted NLP
82,NLP Theme,safe,Unprompted NLP
82,NLP Theme,sustain,Unprompted NLP
89,NLP Theme,renewable energy,Unprompted NLP
89,NLP Theme,sustain,Unprompted NLP
89,NLP Theme,water,Unprompted NLP
109,NLP Theme,environment,Unprompted NLP
109,NLP Theme,sustain,Unprompted NLP
121,NLP Theme,water,Unprompted NLP
123,NLP Theme,footprint,Unprompted NLP
140,NLP Theme,waste,Unprompted NLP
163,NLP Theme,environment,Unprompted NLP
163,NLP Theme,water,Unprompted NLP
